Navn;Stasjon;Tid (t);Nedbør (mm);Lufttemperatur (C);Middelvind (m/s);Relativ luftfuktighet (g/m³)
Oslo - Blindern;SN18700;18.11.2024 17:00;;-1.4;2.3;67
Oslo - Blindern;SN18700;18.11.2024 18:00;;-1.1;0.5;67
Oslo - Blindern;SN18700;18.11.2024 19:00;;-0.6;1.7;66
Oslo - Blindern;SN18700;18.11.2024 20:00;;-0.3;1.3;66
Oslo - Blindern;SN18700;18.11.2024 21:00;;0.3;2.2;65
Oslo - Blindern;SN18700;18.11.2024 22:00;;0.3;0.6;64
Oslo - Blindern;SN18700;18.11.2024 23:00;;1.0;1.2;69
Oslo - Blindern;SN18700;19.11.2024 00:00;;0.5;1.2;65
Oslo - Blindern;SN18700;19.11.2024 01:00;;0.9;1.0;68
Oslo - Blindern;SN18700;19.11.2024 02:00;;0.2;1.9;85
Oslo - Blindern;SN18700;19.11.2024 03:00;;-0.3;0.6;90
Oslo - Blindern;SN18700;19.11.2024 04:00;;-0.4;0.8;89
Oslo - Blindern;SN18700;19.11.2024 05:00;;0.2;1.2;87
Oslo - Blindern;SN18700;19.11.2024 06:00;;0.3;0.8;88
Oslo - Blindern;SN18700;19.11.2024 07:00;;0.5;0.7;87
Oslo - Blindern;SN18700;19.11.2024 08:00;;0.8;1.2;86
Oslo - Blindern;SN18700;19.11.2024 09:00;;1.3;3.7;79
Oslo - Blindern;SN18700;19.11.2024 10:00;;0.4;3.6;86
Oslo - Blindern;SN18700;19.11.2024 11:00;;0.9;3.6;83
Oslo - Blindern;SN18700;19.11.2024 12:00;;1.2;3.8;76
Oslo - Blindern;SN18700;19.11.2024 13:00;;1.3;4.5;73
Oslo - Blindern;SN18700;19.11.2024 14:00;;1.0;4.8;76
Oslo - Blindern;SN18700;19.11.2024 15:00;;0.6;4.8;79
Oslo - Blindern;SN18700;19.11.2024 16:00;;0.3;4.9;82
Oslo - Blindern;SN18700;19.11.2024 17:00;;0.6;5.7;78
Oslo - Blindern;SN18700;19.11.2024 18:00;;0.4;5.2;76
Oslo - Blindern;SN18700;19.11.2024 19:00;;0.4;6.0;74
Oslo - Blindern;SN18700;19.11.2024 20:00;;0.0;3.2;76
Oslo - Blindern;SN18700;19.11.2024 21:00;;-0.2;3.4;75
Oslo - Blindern;SN18700;19.11.2024 22:00;;0.1;4.0;72
Oslo - Blindern;SN18700;19.11.2024 23:00;;0.1;3.6;71
Oslo - Blindern;SN18700;20.11.2024 00:00;;0.2;3.6;70
Oslo - Blindern;SN18700;20.11.2024 01:00;;0.1;3.7;70
Oslo - Blindern;SN18700;20.11.2024 02:00;;-0.3;4.8;76
Oslo - Blindern;SN18700;20.11.2024 03:00;;-1.3;2.2;88
Oslo - Blindern;SN18700;20.11.2024 04:00;;-0.4;3.2;72
Oslo - Blindern;SN18700;20.11.2024 05:00;;-0.2;2.2;64
Oslo - Blindern;SN18700;20.11.2024 06:00;;-0.2;3.6;60
Oslo - Blindern;SN18700;20.11.2024 07:00;;-0.3;2.9;62
Oslo - Blindern;SN18700;20.11.2024 08:00;;-0.4;3.6;64
Oslo - Blindern;SN18700;20.11.2024 09:00;;0.0;4.4;59
Oslo - Blindern;SN18700;20.11.2024 10:00;;-0.2;5.8;59
Oslo - Blindern;SN18700;20.11.2024 11:00;;0.2;7.3;56
Oslo - Blindern;SN18700;20.11.2024 12:00;;0.8;4.5;55
Oslo - Blindern;SN18700;20.11.2024 13:00;;0.4;4.8;60
Oslo - Blindern;SN18700;20.11.2024 14:00;;0.0;5.2;61
Oslo - Blindern;SN18700;20.11.2024 15:00;;-0.2;3.0;62
Oslo - Blindern;SN18700;20.11.2024 16:00;;-0.6;2.3;66
Oslo - Blindern;SN18700;20.11.2024 17:00;;-1.3;1.6;71
Oslo - Blindern;SN18700;20.11.2024 18:00;;-2.4;0.8;75
Oslo - Blindern;SN18700;20.11.2024 19:00;;-2.2;1.3;72
Oslo - Blindern;SN18700;20.11.2024 20:00;;-2.6;1.6;69
Oslo - Blindern;SN18700;20.11.2024 21:00;;-3.3;1.8;75
Oslo - Blindern;SN18700;20.11.2024 22:00;;-3.2;1.7;73
Oslo - Blindern;SN18700;20.11.2024 23:00;;-3.7;1.1;75
Oslo - Blindern;SN18700;21.11.2024 00:00;;-3.8;1.3;75
Oslo - Blindern;SN18700;21.11.2024 01:00;;-3.3;4.5;66
Oslo - Blindern;SN18700;21.11.2024 02:00;;-4.1;0.5;68
Oslo - Blindern;SN18700;21.11.2024 03:00;;-3.9;1.2;69
Oslo - Blindern;SN18700;21.11.2024 04:00;;-3.6;0.9;68
Oslo - Blindern;SN18700;21.11.2024 05:00;;-3.7;0.7;66
Oslo - Blindern;SN18700;21.11.2024 06:00;;-3.3;1.0;66
Oslo - Blindern;SN18700;21.11.2024 07:00;;-3.2;1.6;66
Oslo - Blindern;SN18700;21.11.2024 08:00;;-2.5;1.7;62
Oslo - Blindern;SN18700;21.11.2024 09:00;;-1.7;4.9;49
Oslo - Blindern;SN18700;21.11.2024 10:00;;-1.3;5.8;43
Oslo - Blindern;SN18700;21.11.2024 11:00;;-1.0;4.4;37
Oslo - Blindern;SN18700;21.11.2024 12:00;;-0.9;5.0;32
Oslo - Blindern;SN18700;21.11.2024 13:00;;-1.1;4.5;31
Oslo - Blindern;SN18700;21.11.2024 14:00;;-1.4;3.0;29
Oslo - Blindern;SN18700;21.11.2024 15:00;;-2.2;1.9;30
Oslo - Blindern;SN18700;21.11.2024 16:00;;-3.1;3.3;30
Oslo - Blindern;SN18700;21.11.2024 17:00;;-3.7;2.8;31
Oslo - Blindern;SN18700;21.11.2024 18:00;;-4.0;2.5;33
Oslo - Blindern;SN18700;21.11.2024 19:00;;-4.4;2.8;33
Oslo - Blindern;SN18700;21.11.2024 20:00;;-4.6;2.0;33
Oslo - Blindern;SN18700;21.11.2024 21:00;;-4.6;3.2;35
Oslo - Blindern;SN18700;21.11.2024 22:00;;-6.2;0.2;45
Oslo - Blindern;SN18700;21.11.2024 23:00;;-6.8;0.6;55
Oslo - Blindern;SN18700;22.11.2024 00:00;;-7.2;1.2;57
Oslo - Blindern;SN18700;22.11.2024 01:00;;-7.2;1.3;58
Oslo - Blindern;SN18700;22.11.2024 02:00;;-5.1;3.3;46
Oslo - Blindern;SN18700;22.11.2024 03:00;;-7.2;0.6;56
Oslo - Blindern;SN18700;22.11.2024 04:00;;-6.8;0.6;57
Oslo - Blindern;SN18700;22.11.2024 05:00;;-7.5;0.5;60
Oslo - Blindern;SN18700;22.11.2024 06:00;;-8.0;0.6;62
Oslo - Blindern;SN18700;22.11.2024 07:00;;-8.0;0.2;67
Oslo - Blindern;SN18700;22.11.2024 08:00;;-7.1;1.4;64
Oslo - Blindern;SN18700;22.11.2024 09:00;;-5.5;1.0;54
Oslo - Blindern;SN18700;22.11.2024 10:00;;-3.6;2.3;37
Oslo - Blindern;SN18700;22.11.2024 11:00;;-3.1;3.2;37
Oslo - Blindern;SN18700;22.11.2024 12:00;;-2.2;3.5;35
Oslo - Blindern;SN18700;22.11.2024 13:00;;-1.7;1.8;39
Oslo - Blindern;SN18700;22.11.2024 14:00;;-1.9;2.4;42
Oslo - Blindern;SN18700;22.11.2024 15:00;;-2.6;1.3;45
Oslo - Blindern;SN18700;22.11.2024 16:00;;-4.4;0.6;56
Oslo - Blindern;SN18700;22.11.2024 17:00;;-5.2;0.5;62
Oslo - Blindern;SN18700;22.11.2024 18:00;;-5.1;0.9;67
Oslo - Blindern;SN18700;22.11.2024 19:00;;-5.4;0.8;70
Oslo - Blindern;SN18700;22.11.2024 20:00;;-5.3;1.5;69
Oslo - Blindern;SN18700;22.11.2024 21:00;;-6.5;1.7;74
Oslo - Blindern;SN18700;22.11.2024 22:00;;-7.0;0.9;78
Oslo - Blindern;SN18700;22.11.2024 23:00;;-7.0;0.9;83
Oslo - Blindern;SN18700;23.11.2024 00:00;;-7.2;0.9;83
Oslo - Blindern;SN18700;23.11.2024 01:00;;-7.0;1.1;86
Oslo - Blindern;SN18700;23.11.2024 02:00;;-6.1;0.9;89
Oslo - Blindern;SN18700;23.11.2024 03:00;;-6.3;1.2;89
Oslo - Blindern;SN18700;23.11.2024 04:00;;-6.0;1.9;87
Oslo - Blindern;SN18700;23.11.2024 05:00;;-5.1;1.3;84
Oslo - Blindern;SN18700;23.11.2024 06:00;;-3.8;1.4;80
Oslo - Blindern;SN18700;23.11.2024 07:00;;-3.5;1.0;81
Oslo - Blindern;SN18700;23.11.2024 08:00;;-2.4;1.5;79
Oslo - Blindern;SN18700;23.11.2024 09:00;;-1.3;0.2;76
Oslo - Blindern;SN18700;23.11.2024 10:00;;0.1;0.7;63
Oslo - Blindern;SN18700;23.11.2024 11:00;;1.8;1.6;58
Oslo - Blindern;SN18700;23.11.2024 12:00;;2.8;1.8;50
Oslo - Blindern;SN18700;23.11.2024 13:00;;3.2;1.7;55
Oslo - Blindern;SN18700;23.11.2024 14:00;;1.0;0.7;64
Oslo - Blindern;SN18700;23.11.2024 15:00;;-1.0;0.6;71
Oslo - Blindern;SN18700;23.11.2024 16:00;;-2.5;0.5;76
Oslo - Blindern;SN18700;23.11.2024 17:00;;-3.0;2.0;76
Oslo - Blindern;SN18700;23.11.2024 18:00;;-3.5;1.4;79
Oslo - Blindern;SN18700;23.11.2024 19:00;;-4.1;2.5;80
Oslo - Blindern;SN18700;23.11.2024 20:00;;-4.2;2.4;81
Oslo - Blindern;SN18700;23.11.2024 21:00;;-4.1;2.5;80
Oslo - Blindern;SN18700;23.11.2024 22:00;;-3.9;2.3;79
Oslo - Blindern;SN18700;23.11.2024 23:00;;-3.3;2.5;76
Oslo - Blindern;SN18700;24.11.2024 00:00;;-3.1;1.3;78
Oslo - Blindern;SN18700;24.11.2024 01:00;;-2.5;4.0;74
Oslo - Blindern;SN18700;24.11.2024 02:00;;-1.6;2.3;67
Oslo - Blindern;SN18700;24.11.2024 03:00;;-1.4;4.6;67
Oslo - Blindern;SN18700;24.11.2024 04:00;;-1.4;3.3;78
Oslo - Blindern;SN18700;24.11.2024 05:00;;-1.3;5.0;81
Oslo - Blindern;SN18700;24.11.2024 06:00;;-0.4;5.0;83
Oslo - Blindern;SN18700;24.11.2024 07:00;;0.1;3.9;84
Oslo - Blindern;SN18700;24.11.2024 08:00;;0.2;3.5;87
Oslo - Blindern;SN18700;24.11.2024 09:00;;0.4;3.5;89
Oslo - Blindern;SN18700;24.11.2024 10:00;;0.5;2.3;96
Oslo - Blindern;SN18700;24.11.2024 11:00;;0.9;1.1;97
Oslo - Blindern;SN18700;24.11.2024 12:00;;1.5;1.1;97
Oslo - Blindern;SN18700;24.11.2024 13:00;;1.5;1.6;97
Oslo - Blindern;SN18700;24.11.2024 14:00;;1.6;3.0;99
Oslo - Blindern;SN18700;24.11.2024 15:00;;2.2;3.2;98
Oslo - Blindern;SN18700;24.11.2024 16:00;;2.3;3.4;98
Oslo - Blindern;SN18700;24.11.2024 17:00;;2.6;4.4;98
Oslo - Blindern;SN18700;24.11.2024 18:00;;3.7;2.7;99
Oslo - Blindern;SN18700;24.11.2024 19:00;;3.2;3.2;99
Oslo - Blindern;SN18700;24.11.2024 20:00;;3.2;0.4;100
Oslo - Blindern;SN18700;24.11.2024 21:00;;3.2;1.1;100
Oslo - Blindern;SN18700;24.11.2024 22:00;;3.7;1.3;100
Oslo - Blindern;SN18700;24.11.2024 23:00;;4.1;1.2;100
Oslo - Blindern;SN18700;25.11.2024 00:00;;3.4;1.1;100
Oslo - Blindern;SN18700;25.11.2024 01:00;;3.4;0.5;100
Oslo - Blindern;SN18700;25.11.2024 02:00;;3.5;0.5;100
Oslo - Blindern;SN18700;25.11.2024 03:00;;3.7;0.6;100
Oslo - Blindern;SN18700;25.11.2024 04:00;;3.6;0.5;100
Oslo - Blindern;SN18700;25.11.2024 05:00;;4.6;1.4;100
Oslo - Blindern;SN18700;25.11.2024 06:00;;5.7;1.5;100
Oslo - Blindern;SN18700;25.11.2024 07:00;;6.0;1.4;100
Oslo - Blindern;SN18700;25.11.2024 08:00;;6.2;1.5;100
Oslo - Blindern;SN18700;25.11.2024 09:00;;6.4;0.5;100
Oslo - Blindern;SN18700;25.11.2024 10:00;;7.1;2.4;100
Oslo - Blindern;SN18700;25.11.2024 11:00;;7.4;1.0;100
Oslo - Blindern;SN18700;25.11.2024 12:00;;7.7;2.3;100
Oslo - Blindern;SN18700;25.11.2024 13:00;;7.8;1.5;100
Oslo - Blindern;SN18700;25.11.2024 14:00;;8.4;2.6;100
Oslo - Blindern;SN18700;25.11.2024 15:00;;8.5;3.1;99
Oslo - Blindern;SN18700;25.11.2024 16:00;;8.3;3.1;96
Oslo - Blindern;SN18700;25.11.2024 17:00;;8.0;2.7;96
Oslo - Blindern;SN18700;25.11.2024 18:00;;7.9;3.8;95
Oslo - Blindern;SN18700;25.11.2024 19:00;;7.6;3.1;94
Oslo - Blindern;SN18700;25.11.2024 20:00;;7.4;3.4;95
Oslo - Blindern;SN18700;25.11.2024 21:00;;7.3;3.0;93
Oslo - Blindern;SN18700;25.11.2024 22:00;;7.5;4.2;89
Oslo - Blindern;SN18700;25.11.2024 23:00;;7.4;4.4;84
Oslo - Blindern;SN18700;26.11.2024 00:00;;7.4;4.2;83
Oslo - Blindern;SN18700;26.11.2024 01:00;;7.1;4.9;89
Oslo - Blindern;SN18700;26.11.2024 02:00;;7.3;4.4;86
Oslo - Blindern;SN18700;26.11.2024 03:00;;7.6;5.5;83
Oslo - Blindern;SN18700;26.11.2024 04:00;;7.8;5.0;80
Oslo - Blindern;SN18700;26.11.2024 05:00;;7.8;5.0;84
Oslo - Blindern;SN18700;26.11.2024 06:00;;7.9;5.4;88
Oslo - Blindern;SN18700;26.11.2024 07:00;;8.1;4.6;87
Oslo - Blindern;SN18700;26.11.2024 08:00;;8.3;4.9;85
Oslo - Blindern;SN18700;26.11.2024 09:00;;8.3;3.0;85
Oslo - Blindern;SN18700;26.11.2024 10:00;;8.4;3.4;83
Oslo - Blindern;SN18700;26.11.2024 11:00;;8.5;2.7;82
Oslo - Blindern;SN18700;26.11.2024 12:00;;8.4;3.0;84
Oslo - Blindern;SN18700;26.11.2024 13:00;;7.9;2.0;86
Oslo - Blindern;SN18700;26.11.2024 14:00;;7.5;1.5;89
Oslo - Blindern;SN18700;26.11.2024 15:00;;6.4;0.6;93
Oslo - Blindern;SN18700;26.11.2024 16:00;;5.0;0.4;95
Oslo - Blindern;SN18700;26.11.2024 17:00;;4.5;1.2;95
Oslo - Blindern;SN18700;26.11.2024 18:00;;4.5;1.3;95
Oslo - Blindern;SN18700;26.11.2024 19:00;;3.6;0.7;95
Oslo - Blindern;SN18700;26.11.2024 20:00;;4.1;1.3;98
Oslo - Blindern;SN18700;26.11.2024 21:00;;3.9;1.0;98
Oslo - Blindern;SN18700;26.11.2024 22:00;;4.7;0.9;95
Oslo - Blindern;SN18700;26.11.2024 23:00;;5.0;5.0;84
Oslo - Blindern;SN18700;27.11.2024 00:00;;4.8;5.1;84
Oslo - Blindern;SN18700;27.11.2024 01:00;;4.6;2.6;84
Oslo - Blindern;SN18700;27.11.2024 02:00;;4.2;4.8;81
Oslo - Blindern;SN18700;27.11.2024 03:00;;4.2;7.2;75
Oslo - Blindern;SN18700;27.11.2024 04:00;;3.7;7.4;74
Oslo - Blindern;SN18700;27.11.2024 05:00;;3.7;5.7;71
Oslo - Blindern;SN18700;27.11.2024 06:00;;3.4;4.7;71
Oslo - Blindern;SN18700;27.11.2024 07:00;;3.2;4.9;69
Oslo - Blindern;SN18700;27.11.2024 08:00;;3.1;4.1;67
Oslo - Blindern;SN18700;27.11.2024 09:00;;3.2;2.4;67
Oslo - Blindern;SN18700;27.11.2024 10:00;;3.3;2.1;69
Oslo - Blindern;SN18700;27.11.2024 11:00;;3.6;2.8;66
Oslo - Blindern;SN18700;27.11.2024 12:00;;3.7;3.2;68
Oslo - Blindern;SN18700;27.11.2024 13:00;;3.1;3.6;68
Oslo - Blindern;SN18700;27.11.2024 14:00;;2.5;4.1;69
Oslo - Blindern;SN18700;27.11.2024 15:00;;1.9;3.1;72
Oslo - Blindern;SN18700;27.11.2024 16:00;;1.4;3.4;75
Oslo - Blindern;SN18700;27.11.2024 17:00;;1.2;3.6;75
Oslo - Blindern;SN18700;27.11.2024 18:00;;1.3;3.9;74
Oslo - Blindern;SN18700;27.11.2024 19:00;;1.5;1.9;74
Oslo - Blindern;SN18700;27.11.2024 20:00;;1.2;3.9;75
Oslo - Blindern;SN18700;27.11.2024 21:00;;1.2;3.7;76
Oslo - Blindern;SN18700;27.11.2024 22:00;;1.6;3.6;73
Oslo - Blindern;SN18700;27.11.2024 23:00;;1.4;4.7;74
Oslo - Blindern;SN18700;28.11.2024 00:00;;1.3;2.7;73
Oslo - Blindern;SN18700;28.11.2024 01:00;;0.9;5.6;74
Oslo - Blindern;SN18700;28.11.2024 02:00;;0.7;6.6;74
Oslo - Blindern;SN18700;28.11.2024 03:00;;0.0;3.8;76
Oslo - Blindern;SN18700;28.11.2024 04:00;;-0.3;2.8;74
Oslo - Blindern;SN18700;28.11.2024 05:00;;-0.7;3.3;73
Oslo - Blindern;SN18700;28.11.2024 06:00;;-1.0;3.2;74
Oslo - Blindern;SN18700;28.11.2024 07:00;;-1.3;3.4;75
Oslo - Blindern;SN18700;28.11.2024 08:00;;-1.6;3.0;77
Oslo - Blindern;SN18700;28.11.2024 09:00;;-1.2;2.0;75
Oslo - Blindern;SN18700;28.11.2024 10:00;;0.1;0.7;70
Oslo - Blindern;SN18700;28.11.2024 11:00;;0.4;3.0;65
Oslo - Blindern;SN18700;28.11.2024 12:00;;1.6;0.9;63
Oslo - Blindern;SN18700;28.11.2024 13:00;;1.1;1.6;65
Oslo - Blindern;SN18700;28.11.2024 14:00;;0.8;0.2;72
Oslo - Blindern;SN18700;28.11.2024 15:00;;-1.0;0.5;76
Oslo - Blindern;SN18700;28.11.2024 16:00;;-2.3;0.7;76
Oslo - Blindern;SN18700;28.11.2024 17:00;;-2.9;1.4;77
Oslo - Blindern;SN18700;28.11.2024 18:00;;-3.6;1.8;79
Oslo - Blindern;SN18700;28.11.2024 19:00;;-4.1;1.2;83
Oslo - Blindern;SN18700;28.11.2024 20:00;;-4.6;1.7;86
Oslo - Blindern;SN18700;28.11.2024 21:00;;-4.6;2.5;84
Oslo - Blindern;SN18700;28.11.2024 22:00;;-5.2;2.2;86
Oslo - Blindern;SN18700;28.11.2024 23:00;;-5.5;1.9;88
Oslo - Blindern;SN18700;29.11.2024 00:00;;-5.5;1.0;89
Oslo - Blindern;SN18700;29.11.2024 01:00;;-5.9;1.2;91
Oslo - Blindern;SN18700;29.11.2024 02:00;;-5.8;1.1;91
Oslo - Blindern;SN18700;29.11.2024 03:00;;-5.4;0.5;93
Oslo - Blindern;SN18700;29.11.2024 04:00;;-4.1;0.1;93
Oslo - Blindern;SN18700;29.11.2024 05:00;;-3.7;1.0;88
Oslo - Blindern;SN18700;29.11.2024 06:00;;-3.0;1.1;89
Oslo - Blindern;SN18700;29.11.2024 07:00;;-2.6;0.8;86
Oslo - Blindern;SN18700;29.11.2024 08:00;;-2.3;0.5;86
Oslo - Blindern;SN18700;29.11.2024 09:00;;-2.2;2.4;87
Oslo - Blindern;SN18700;29.11.2024 10:00;;-1.6;1.7;91
Oslo - Blindern;SN18700;29.11.2024 11:00;;-1.5;0.6;92
Oslo - Blindern;SN18700;29.11.2024 12:00;;-1.3;1.8;91
Oslo - Blindern;SN18700;29.11.2024 13:00;;-0.9;0.2;90
Oslo - Blindern;SN18700;29.11.2024 14:00;;-0.7;0.7;90
Oslo - Blindern;SN18700;29.11.2024 15:00;;-0.4;0.9;90
Oslo - Blindern;SN18700;29.11.2024 16:00;;0.1;1.9;90
Oslo - Blindern;SN18700;29.11.2024 17:00;;0.6;1.9;93
Oslo - Blindern;SN18700;29.11.2024 18:00;;0.8;1.9;96
Oslo - Blindern;SN18700;29.11.2024 19:00;;1.1;2.5;98
Oslo - Blindern;SN18700;29.11.2024 20:00;;1.5;1.6;98
Oslo - Blindern;SN18700;29.11.2024 21:00;;1.1;0.3;98
Oslo - Blindern;SN18700;29.11.2024 22:00;;1.5;0.7;99
Oslo - Blindern;SN18700;29.11.2024 23:00;;1.7;0.1;99
Oslo - Blindern;SN18700;30.11.2024 00:00;;2.3;1.1;100
Oslo - Blindern;SN18700;30.11.2024 01:00;;3.2;0.8;100
Oslo - Blindern;SN18700;30.11.2024 02:00;;3.9;1.9;100
Oslo - Blindern;SN18700;30.11.2024 03:00;;4.1;2.0;100
Oslo - Blindern;SN18700;30.11.2024 04:00;;4.5;2.4;100
Oslo - Blindern;SN18700;30.11.2024 05:00;;4.8;3.0;100
Oslo - Blindern;SN18700;30.11.2024 06:00;;5.8;3.8;94
Oslo - Blindern;SN18700;30.11.2024 07:00;;6.2;5.4;88
Oslo - Blindern;SN18700;30.11.2024 08:00;;6.9;4.7;81
Oslo - Blindern;SN18700;30.11.2024 09:00;;6.5;4.5;90
Oslo - Blindern;SN18700;30.11.2024 10:00;;6.3;4.4;94
Oslo - Blindern;SN18700;30.11.2024 11:00;;7.1;4.0;89
Oslo - Blindern;SN18700;30.11.2024 12:00;;7.5;5.1;89
Oslo - Blindern;SN18700;30.11.2024 13:00;;7.1;3.9;96
Oslo - Blindern;SN18700;30.11.2024 14:00;;7.3;2.4;97
Oslo - Blindern;SN18700;30.11.2024 15:00;;7.3;3.8;98
Oslo - Blindern;SN18700;30.11.2024 16:00;;7.2;5.4;100
Oslo - Blindern;SN18700;30.11.2024 17:00;;7.6;4.8;100
Oslo - Blindern;SN18700;30.11.2024 18:00;;7.7;3.7;100
Oslo - Blindern;SN18700;30.11.2024 19:00;;7.8;2.5;100
Oslo - Blindern;SN18700;30.11.2024 20:00;;8.0;3.2;100
Oslo - Blindern;SN18700;30.11.2024 21:00;;8.2;3.3;99
Oslo - Blindern;SN18700;30.11.2024 22:00;;7.9;3.0;99
Oslo - Blindern;SN18700;30.11.2024 23:00;;7.8;1.7;99
Oslo - Blindern;SN18700;01.12.2024 00:00;;7.7;2.1;99
Oslo - Blindern;SN18700;01.12.2024 01:00;;7.8;2.3;99
Oslo - Blindern;SN18700;01.12.2024 02:00;;7.4;2.1;99
Oslo - Blindern;SN18700;01.12.2024 03:00;;7.3;1.9;99
Oslo - Blindern;SN18700;01.12.2024 04:00;;7.2;1.4;99
Oslo - Blindern;SN18700;01.12.2024 05:00;;7.3;2.1;99
Oslo - Blindern;SN18700;01.12.2024 06:00;;7.3;3.2;100
Oslo - Blindern;SN18700;01.12.2024 07:00;;7.5;3.1;98
Oslo - Blindern;SN18700;01.12.2024 08:00;;7.9;3.3;99
Oslo - Blindern;SN18700;01.12.2024 09:00;;8.1;3.0;99
Oslo - Blindern;SN18700;01.12.2024 10:00;;8.2;2.8;100
Oslo - Blindern;SN18700;01.12.2024 11:00;;9.1;5.3;98
Oslo - Blindern;SN18700;01.12.2024 12:00;;9.1;6.4;99
Oslo - Blindern;SN18700;01.12.2024 13:00;;8.9;4.9;98
Oslo - Blindern;SN18700;01.12.2024 14:00;;8.9;6.4;97
Oslo - Blindern;SN18700;01.12.2024 15:00;;8.6;5.7;99
Oslo - Blindern;SN18700;01.12.2024 16:00;;8.4;4.4;99
Oslo - Blindern;SN18700;01.12.2024 17:00;;9.0;4.2;96
Oslo - Blindern;SN18700;01.12.2024 18:00;;8.8;4.0;94
Oslo - Blindern;SN18700;01.12.2024 19:00;;8.4;4.8;95
Oslo - Blindern;SN18700;01.12.2024 20:00;;8.4;4.5;91
Oslo - Blindern;SN18700;01.12.2024 21:00;;8.1;5.2;93
Oslo - Blindern;SN18700;01.12.2024 22:00;;7.7;4.3;97
Oslo - Blindern;SN18700;01.12.2024 23:00;;7.5;3.9;98
Oslo - Blindern;SN18700;02.12.2024 00:00;;7.1;4.6;96
Oslo - Blindern;SN18700;02.12.2024 01:00;;6.6;4.1;97
Oslo - Blindern;SN18700;02.12.2024 02:00;;6.7;1.9;97
Oslo - Blindern;SN18700;02.12.2024 03:00;;6.4;4.1;99
Oslo - Blindern;SN18700;02.12.2024 04:00;;6.5;3.8;100
Oslo - Blindern;SN18700;02.12.2024 05:00;;6.6;2.2;100
Oslo - Blindern;SN18700;02.12.2024 06:00;;6.8;2.9;100
Oslo - Blindern;SN18700;02.12.2024 07:00;;7.0;3.4;100
Oslo - Blindern;SN18700;02.12.2024 08:00;;7.0;1.7;100
Oslo - Blindern;SN18700;02.12.2024 09:00;;7.1;0.9;100
Oslo - Blindern;SN18700;02.12.2024 10:00;;7.3;1.1;100
Oslo - Blindern;SN18700;02.12.2024 11:00;;7.5;1.8;100
Oslo - Blindern;SN18700;02.12.2024 12:00;;7.6;1.7;100
Oslo - Blindern;SN18700;02.12.2024 13:00;;7.7;1.6;100
Oslo - Blindern;SN18700;02.12.2024 14:00;;7.8;1.6;100
Oslo - Blindern;SN18700;02.12.2024 15:00;;8.0;1.2;100
Oslo - Blindern;SN18700;02.12.2024 16:00;;5.5;7.7;97
Oslo - Blindern;SN18700;02.12.2024 17:00;;4.6;8.6;85
Oslo - Blindern;SN18700;02.12.2024 18:00;;4.1;10.7;84
Oslo - Blindern;SN18700;02.12.2024 19:00;;3.7;9.7;82
Oslo - Blindern;SN18700;02.12.2024 20:00;;3.3;8.1;80
Oslo - Blindern;SN18700;02.12.2024 21:00;;3.0;7.5;78
Oslo - Blindern;SN18700;02.12.2024 22:00;;2.6;8.4;73
Oslo - Blindern;SN18700;02.12.2024 23:00;;2.6;7.4;70
Oslo - Blindern;SN18700;03.12.2024 00:00;;2.4;7.1;70
Oslo - Blindern;SN18700;03.12.2024 01:00;;2.1;5.1;69
Oslo - Blindern;SN18700;03.12.2024 02:00;;1.6;5.4;71
Oslo - Blindern;SN18700;03.12.2024 03:00;;0.5;5.5;70
Oslo - Blindern;SN18700;03.12.2024 04:00;;-0.1;7.2;69
Oslo - Blindern;SN18700;03.12.2024 05:00;;-0.6;5.6;67
Oslo - Blindern;SN18700;03.12.2024 06:00;;-0.9;6.5;67
Oslo - Blindern;SN18700;03.12.2024 07:00;;-1.1;5.6;66
Oslo - Blindern;SN18700;03.12.2024 08:00;;-1.5;6.4;65
Oslo - Blindern;SN18700;03.12.2024 09:00;;-1.2;5.7;59
Oslo - Blindern;SN18700;03.12.2024 10:00;;-0.4;4.1;52
Oslo - Blindern;SN18700;03.12.2024 11:00;;-0.3;3.0;57
Oslo - Blindern;SN18700;03.12.2024 12:00;;-0.1;2.6;54
Oslo - Blindern;SN18700;03.12.2024 13:00;;-0.5;2.3;55
Oslo - Blindern;SN18700;03.12.2024 14:00;;-1.1;2.0;60
Oslo - Blindern;SN18700;03.12.2024 15:00;;-2.3;3.4;65
Oslo - Blindern;SN18700;03.12.2024 16:00;;-2.8;1.6;68
Oslo - Blindern;SN18700;03.12.2024 17:00;;-3.5;1.0;69
Oslo - Blindern;SN18700;03.12.2024 18:00;;-3.7;0.5;73
Oslo - Blindern;SN18700;03.12.2024 19:00;;-3.9;0.5;74
Oslo - Blindern;SN18700;03.12.2024 20:00;;-4.6;2.0;76
Oslo - Blindern;SN18700;03.12.2024 21:00;;-5.1;2.1;79
Oslo - Blindern;SN18700;03.12.2024 22:00;;-5.2;3.2;80
Oslo - Blindern;SN18700;03.12.2024 23:00;;-5.0;1.5;79
Oslo - Blindern;SN18700;04.12.2024 00:00;;-5.9;0.3;84
Oslo - Blindern;SN18700;04.12.2024 01:00;;-5.3;0.9;86
Oslo - Blindern;SN18700;04.12.2024 02:00;;-6.2;2.4;85
Oslo - Blindern;SN18700;04.12.2024 03:00;;-5.0;2.5;75
Oslo - Blindern;SN18700;04.12.2024 04:00;;-4.9;3.6;77
