Navn;Stasjon;Tid (t);Nedbør (mm);Lufttemperatur (C);Middelvind (m/s);Relativ luftfuktighet (g/m³)
Oslo - Blindern;SN18700;03.11.2024 01:00;;4.3;2.2;70
Oslo - Blindern;SN18700;03.11.2024 02:00;;4.5;2.2;72
Oslo - Blindern;SN18700;03.11.2024 03:00;;4.7;2.0;75
Oslo - Blindern;SN18700;03.11.2024 04:00;;3.8;1.2;80
Oslo - Blindern;SN18700;03.11.2024 05:00;;4.2;1.7;88
Oslo - Blindern;SN18700;03.11.2024 06:00;;4.5;1.7;92
Oslo - Blindern;SN18700;03.11.2024 07:00;;6.0;4.0;96
Oslo - Blindern;SN18700;03.11.2024 08:00;;6.9;3.7;91
Oslo - Blindern;SN18700;03.11.2024 09:00;;7.7;1.5;85
Oslo - Blindern;SN18700;03.11.2024 10:00;;10.9;1.6;71
Oslo - Blindern;SN18700;03.11.2024 11:00;;12.6;0.9;62
Oslo - Blindern;SN18700;03.11.2024 12:00;;14.1;1.7;58
Oslo - Blindern;SN18700;03.11.2024 13:00;;14.9;3.8;54
Oslo - Blindern;SN18700;03.11.2024 14:00;;14.8;0.9;50
Oslo - Blindern;SN18700;03.11.2024 15:00;;14.4;1.7;49
Oslo - Blindern;SN18700;03.11.2024 16:00;;12.3;3.7;59
Oslo - Blindern;SN18700;03.11.2024 17:00;;10.6;2.3;62
Oslo - Blindern;SN18700;03.11.2024 18:00;;11.5;4.3;56
Oslo - Blindern;SN18700;03.11.2024 19:00;;10.2;3.7;58
Oslo - Blindern;SN18700;03.11.2024 20:00;;8.9;2.0;66
Oslo - Blindern;SN18700;03.11.2024 21:00;;8.4;0.9;70
Oslo - Blindern;SN18700;03.11.2024 22:00;;8.1;0.8;69
Oslo - Blindern;SN18700;03.11.2024 23:00;;7.4;1.0;75
Oslo - Blindern;SN18700;04.11.2024 00:00;;6.5;1.1;82
Oslo - Blindern;SN18700;04.11.2024 01:00;;5.7;0.7;86
Oslo - Blindern;SN18700;04.11.2024 02:00;;4.9;1.0;87
Oslo - Blindern;SN18700;04.11.2024 03:00;;5.4;1.5;83
Oslo - Blindern;SN18700;04.11.2024 04:00;;5.9;1.8;81
Oslo - Blindern;SN18700;04.11.2024 05:00;;5.6;0.5;85
Oslo - Blindern;SN18700;04.11.2024 06:00;;4.8;0.5;90
Oslo - Blindern;SN18700;04.11.2024 07:00;;3.7;2.0;91
Oslo - Blindern;SN18700;04.11.2024 08:00;;4.6;0.7;90
Oslo - Blindern;SN18700;04.11.2024 09:00;;6.2;1.0;85
Oslo - Blindern;SN18700;04.11.2024 10:00;;7.2;1.2;71
Oslo - Blindern;SN18700;04.11.2024 11:00;;7.8;1.4;69
Oslo - Blindern;SN18700;04.11.2024 12:00;;8.5;1.0;68
Oslo - Blindern;SN18700;04.11.2024 13:00;;9.3;0.8;71
Oslo - Blindern;SN18700;04.11.2024 14:00;;9.4;0.4;74
Oslo - Blindern;SN18700;04.11.2024 15:00;;9.0;0.7;81
Oslo - Blindern;SN18700;04.11.2024 16:00;;6.2;2.3;89
Oslo - Blindern;SN18700;04.11.2024 17:00;;5.2;1.6;93
Oslo - Blindern;SN18700;04.11.2024 18:00;;6.4;0.6;94
Oslo - Blindern;SN18700;04.11.2024 19:00;;7.3;0.2;94
Oslo - Blindern;SN18700;04.11.2024 20:00;;7.2;0.1;94
Oslo - Blindern;SN18700;04.11.2024 21:00;;7.3;1.4;97
Oslo - Blindern;SN18700;04.11.2024 22:00;;7.0;0.7;97
Oslo - Blindern;SN18700;04.11.2024 23:00;;6.3;1.3;96
Oslo - Blindern;SN18700;05.11.2024 00:00;;6.6;0.9;97
Oslo - Blindern;SN18700;05.11.2024 01:00;;6.0;0.6;96
Oslo - Blindern;SN18700;05.11.2024 02:00;;5.9;0.8;98
Oslo - Blindern;SN18700;05.11.2024 03:00;;5.4;0.6;98
Oslo - Blindern;SN18700;05.11.2024 04:00;;5.2;0.3;99
Oslo - Blindern;SN18700;05.11.2024 05:00;;4.9;1.2;100
Oslo - Blindern;SN18700;05.11.2024 06:00;;4.6;1.3;100
Oslo - Blindern;SN18700;05.11.2024 07:00;;4.5;0.7;100
Oslo - Blindern;SN18700;05.11.2024 08:00;;3.8;1.0;100
Oslo - Blindern;SN18700;05.11.2024 09:00;;3.7;0.9;100
Oslo - Blindern;SN18700;05.11.2024 10:00;;3.5;1.3;100
Oslo - Blindern;SN18700;05.11.2024 11:00;;3.7;1.7;99
Oslo - Blindern;SN18700;05.11.2024 12:00;;3.5;1.1;99
Oslo - Blindern;SN18700;05.11.2024 13:00;;3.8;0.4;100
Oslo - Blindern;SN18700;05.11.2024 14:00;;3.7;0.5;100
Oslo - Blindern;SN18700;05.11.2024 15:00;;3.9;0.5;100
Oslo - Blindern;SN18700;05.11.2024 16:00;;4.0;0.7;100
Oslo - Blindern;SN18700;05.11.2024 17:00;;3.7;0.7;100
Oslo - Blindern;SN18700;05.11.2024 18:00;;3.4;0.9;100
Oslo - Blindern;SN18700;05.11.2024 19:00;;3.1;1.2;100
Oslo - Blindern;SN18700;05.11.2024 20:00;;3.0;0.9;100
Oslo - Blindern;SN18700;05.11.2024 21:00;;3.3;0.7;100
Oslo - Blindern;SN18700;05.11.2024 22:00;;3.1;1.2;100
Oslo - Blindern;SN18700;05.11.2024 23:00;;2.9;1.5;100
Oslo - Blindern;SN18700;06.11.2024 00:00;;2.7;0.9;100
Oslo - Blindern;SN18700;06.11.2024 01:00;;2.3;1.3;100
Oslo - Blindern;SN18700;06.11.2024 02:00;;1.9;1.8;100
Oslo - Blindern;SN18700;06.11.2024 03:00;;1.9;2.2;100
Oslo - Blindern;SN18700;06.11.2024 04:00;;2.3;1.2;100
Oslo - Blindern;SN18700;06.11.2024 05:00;;2.7;0.7;100
Oslo - Blindern;SN18700;06.11.2024 06:00;;3.0;0.8;100
Oslo - Blindern;SN18700;06.11.2024 07:00;;3.1;1.8;100
Oslo - Blindern;SN18700;06.11.2024 08:00;;3.3;0.9;100
Oslo - Blindern;SN18700;06.11.2024 09:00;;3.3;0.9;100
Oslo - Blindern;SN18700;06.11.2024 10:00;;3.1;1.7;97
Oslo - Blindern;SN18700;06.11.2024 11:00;;3.5;1.4;97
Oslo - Blindern;SN18700;06.11.2024 12:00;;3.8;1.6;96
Oslo - Blindern;SN18700;06.11.2024 13:00;;3.8;0.3;98
Oslo - Blindern;SN18700;06.11.2024 14:00;;3.8;1.3;98
Oslo - Blindern;SN18700;06.11.2024 15:00;;3.7;1.8;99
Oslo - Blindern;SN18700;06.11.2024 16:00;;3.7;1.3;98
Oslo - Blindern;SN18700;06.11.2024 17:00;;3.3;1.0;98
Oslo - Blindern;SN18700;06.11.2024 18:00;;3.1;0.9;98
Oslo - Blindern;SN18700;06.11.2024 19:00;;2.8;1.9;99
Oslo - Blindern;SN18700;06.11.2024 20:00;;2.3;1.8;98
Oslo - Blindern;SN18700;06.11.2024 21:00;;2.8;0.8;96
Oslo - Blindern;SN18700;06.11.2024 22:00;;2.4;1.2;93
Oslo - Blindern;SN18700;06.11.2024 23:00;;2.2;0.7;96
Oslo - Blindern;SN18700;07.11.2024 00:00;;1.5;1.0;98
Oslo - Blindern;SN18700;07.11.2024 01:00;;0.7;1.7;99
Oslo - Blindern;SN18700;07.11.2024 02:00;;0.6;1.3;99
Oslo - Blindern;SN18700;07.11.2024 03:00;;0.6;0.5;99
Oslo - Blindern;SN18700;07.11.2024 04:00;;0.5;1.7;99
Oslo - Blindern;SN18700;07.11.2024 05:00;;0.8;0.5;99
Oslo - Blindern;SN18700;07.11.2024 06:00;;0.7;0.5;100
Oslo - Blindern;SN18700;07.11.2024 07:00;;0.6;0.5;100
Oslo - Blindern;SN18700;07.11.2024 08:00;;2.0;0.9;100
Oslo - Blindern;SN18700;07.11.2024 09:00;;3.2;0.9;98
Oslo - Blindern;SN18700;07.11.2024 10:00;;5.2;0.3;90
Oslo - Blindern;SN18700;07.11.2024 11:00;;5.5;1.2;82
Oslo - Blindern;SN18700;07.11.2024 12:00;;5.8;1.4;78
Oslo - Blindern;SN18700;07.11.2024 13:00;;7.3;0.1;80
Oslo - Blindern;SN18700;07.11.2024 14:00;;6.4;1.1;81
Oslo - Blindern;SN18700;07.11.2024 15:00;;5.0;0.5;87
Oslo - Blindern;SN18700;07.11.2024 16:00;;3.7;0.5;94
Oslo - Blindern;SN18700;07.11.2024 17:00;;2.8;1.3;94
Oslo - Blindern;SN18700;07.11.2024 18:00;;2.4;1.5;97
Oslo - Blindern;SN18700;07.11.2024 19:00;;1.9;1.4;99
Oslo - Blindern;SN18700;07.11.2024 20:00;;1.3;0.7;99
Oslo - Blindern;SN18700;07.11.2024 21:00;;0.9;0.3;99
Oslo - Blindern;SN18700;07.11.2024 22:00;;0.9;1.3;100
Oslo - Blindern;SN18700;07.11.2024 23:00;;1.0;0.6;100
Oslo - Blindern;SN18700;08.11.2024 00:00;;1.3;0.3;100
Oslo - Blindern;SN18700;08.11.2024 01:00;;1.6;0.4;100
Oslo - Blindern;SN18700;08.11.2024 02:00;;2.0;0.9;100
Oslo - Blindern;SN18700;08.11.2024 03:00;;2.2;1.6;100
Oslo - Blindern;SN18700;08.11.2024 04:00;;2.9;0.6;100
Oslo - Blindern;SN18700;08.11.2024 05:00;;3.3;2.2;100
Oslo - Blindern;SN18700;08.11.2024 06:00;;3.7;0.7;100
Oslo - Blindern;SN18700;08.11.2024 07:00;;3.7;0.8;100
Oslo - Blindern;SN18700;08.11.2024 08:00;;3.9;1.2;100
Oslo - Blindern;SN18700;08.11.2024 09:00;;4.4;1.2;100
Oslo - Blindern;SN18700;08.11.2024 10:00;;4.7;1.3;100
Oslo - Blindern;SN18700;08.11.2024 11:00;;5.0;1.8;100
Oslo - Blindern;SN18700;08.11.2024 12:00;;5.3;1.2;100
Oslo - Blindern;SN18700;08.11.2024 13:00;;5.4;1.3;100
Oslo - Blindern;SN18700;08.11.2024 14:00;;5.8;1.3;100
Oslo - Blindern;SN18700;08.11.2024 15:00;;6.1;1.1;100
Oslo - Blindern;SN18700;08.11.2024 16:00;;6.3;0.4;100
Oslo - Blindern;SN18700;08.11.2024 17:00;;6.7;1.8;100
Oslo - Blindern;SN18700;08.11.2024 18:00;;6.6;2.6;100
Oslo - Blindern;SN18700;08.11.2024 19:00;;6.7;1.7;99
Oslo - Blindern;SN18700;08.11.2024 20:00;;6.5;1.4;98
Oslo - Blindern;SN18700;08.11.2024 21:00;;6.7;1.5;98
Oslo - Blindern;SN18700;08.11.2024 22:00;;6.8;0.8;98
Oslo - Blindern;SN18700;08.11.2024 23:00;;6.7;0.4;98
Oslo - Blindern;SN18700;09.11.2024 00:00;;6.8;0.8;98
Oslo - Blindern;SN18700;09.11.2024 01:00;;6.8;0.5;99
Oslo - Blindern;SN18700;09.11.2024 02:00;;6.6;0.7;100
Oslo - Blindern;SN18700;09.11.2024 03:00;;6.6;0.4;100
Oslo - Blindern;SN18700;09.11.2024 04:00;;6.4;0.2;100
Oslo - Blindern;SN18700;09.11.2024 05:00;;6.5;0.5;100
Oslo - Blindern;SN18700;09.11.2024 06:00;;5.8;1.0;100
Oslo - Blindern;SN18700;09.11.2024 07:00;;5.4;1.0;100
Oslo - Blindern;SN18700;09.11.2024 08:00;;5.0;2.2;100
Oslo - Blindern;SN18700;09.11.2024 09:00;;5.0;2.2;97
Oslo - Blindern;SN18700;09.11.2024 10:00;;5.3;1.3;96
Oslo - Blindern;SN18700;09.11.2024 11:00;;5.7;2.5;91
Oslo - Blindern;SN18700;09.11.2024 12:00;;5.8;2.3;90
Oslo - Blindern;SN18700;09.11.2024 13:00;;5.9;2.2;90
Oslo - Blindern;SN18700;09.11.2024 14:00;;5.8;2.2;92
Oslo - Blindern;SN18700;09.11.2024 15:00;;5.4;1.5;93
Oslo - Blindern;SN18700;09.11.2024 16:00;;5.2;0.9;94
Oslo - Blindern;SN18700;09.11.2024 17:00;;4.9;1.4;93
Oslo - Blindern;SN18700;09.11.2024 18:00;;4.8;1.9;92
Oslo - Blindern;SN18700;09.11.2024 19:00;;4.6;2.0;91
Oslo - Blindern;SN18700;09.11.2024 20:00;;4.2;2.3;91
Oslo - Blindern;SN18700;09.11.2024 21:00;;3.9;3.0;93
Oslo - Blindern;SN18700;09.11.2024 22:00;;3.2;3.2;97
Oslo - Blindern;SN18700;09.11.2024 23:00;;3.0;3.6;94
Oslo - Blindern;SN18700;10.11.2024 00:00;;2.9;3.6;91
Oslo - Blindern;SN18700;10.11.2024 01:00;;2.7;2.8;90
Oslo - Blindern;SN18700;10.11.2024 02:00;;2.5;2.7;90
Oslo - Blindern;SN18700;10.11.2024 03:00;;2.5;1.7;91
Oslo - Blindern;SN18700;10.11.2024 04:00;;2.4;2.3;92
Oslo - Blindern;SN18700;10.11.2024 05:00;;2.1;2.1;98
Oslo - Blindern;SN18700;10.11.2024 06:00;;2.1;2.7;97
Oslo - Blindern;SN18700;10.11.2024 07:00;;2.3;0.9;95
Oslo - Blindern;SN18700;10.11.2024 08:00;;2.5;1.4;94
Oslo - Blindern;SN18700;10.11.2024 09:00;;3.0;1.2;92
Oslo - Blindern;SN18700;10.11.2024 10:00;;3.2;1.3;89
Oslo - Blindern;SN18700;10.11.2024 11:00;;2.9;0.8;98
Oslo - Blindern;SN18700;10.11.2024 12:00;;3.0;1.5;98
Oslo - Blindern;SN18700;10.11.2024 13:00;;3.3;0.5;92
Oslo - Blindern;SN18700;10.11.2024 14:00;;3.4;1.3;90
Oslo - Blindern;SN18700;10.11.2024 15:00;;3.3;1.2;89
Oslo - Blindern;SN18700;10.11.2024 16:00;;3.2;1.4;91
Oslo - Blindern;SN18700;10.11.2024 17:00;;3.0;1.5;90
Oslo - Blindern;SN18700;10.11.2024 18:00;;2.7;2.4;92
Oslo - Blindern;SN18700;10.11.2024 19:00;;2.6;1.8;93
Oslo - Blindern;SN18700;10.11.2024 20:00;;2.5;1.4;93
Oslo - Blindern;SN18700;10.11.2024 21:00;;2.5;1.7;93
Oslo - Blindern;SN18700;10.11.2024 22:00;;2.3;1.2;94
Oslo - Blindern;SN18700;10.11.2024 23:00;;2.2;1.4;96
Oslo - Blindern;SN18700;11.11.2024 00:00;;2.2;1.5;97
Oslo - Blindern;SN18700;11.11.2024 01:00;;2.3;0.9;97
Oslo - Blindern;SN18700;11.11.2024 02:00;;2.3;0.9;98
Oslo - Blindern;SN18700;11.11.2024 03:00;;2.5;0.2;99
Oslo - Blindern;SN18700;11.11.2024 04:00;;2.8;0.9;98
Oslo - Blindern;SN18700;11.11.2024 05:00;;3.2;1.0;98
Oslo - Blindern;SN18700;11.11.2024 06:00;;3.0;2.0;97
Oslo - Blindern;SN18700;11.11.2024 07:00;;2.8;1.1;96
Oslo - Blindern;SN18700;11.11.2024 08:00;;2.9;0.7;95
Oslo - Blindern;SN18700;11.11.2024 09:00;;2.8;1.8;92
Oslo - Blindern;SN18700;11.11.2024 10:00;;2.7;1.7;91
Oslo - Blindern;SN18700;11.11.2024 11:00;;3.0;1.7;90
Oslo - Blindern;SN18700;11.11.2024 12:00;;3.1;1.3;89
Oslo - Blindern;SN18700;11.11.2024 13:00;;3.1;0.6;89
Oslo - Blindern;SN18700;11.11.2024 14:00;;3.2;1.7;90
Oslo - Blindern;SN18700;11.11.2024 15:00;;3.0;0.4;91
Oslo - Blindern;SN18700;11.11.2024 16:00;;2.9;1.1;92
Oslo - Blindern;SN18700;11.11.2024 17:00;;2.9;0.4;93
Oslo - Blindern;SN18700;11.11.2024 18:00;;2.9;0.9;94
Oslo - Blindern;SN18700;11.11.2024 19:00;;2.0;1.3;97
Oslo - Blindern;SN18700;11.11.2024 20:00;;1.1;1.9;98
Oslo - Blindern;SN18700;11.11.2024 21:00;;0.6;1.4;98
Oslo - Blindern;SN18700;11.11.2024 22:00;;0.2;1.2;98
Oslo - Blindern;SN18700;11.11.2024 23:00;;0.1;0.7;98
Oslo - Blindern;SN18700;12.11.2024 00:00;;0.2;1.5;99
Oslo - Blindern;SN18700;12.11.2024 01:00;;0.9;1.7;100
Oslo - Blindern;SN18700;12.11.2024 02:00;;1.0;1.4;100
Oslo - Blindern;SN18700;12.11.2024 03:00;;1.3;0.1;100
Oslo - Blindern;SN18700;12.11.2024 04:00;;1.6;0.9;100
Oslo - Blindern;SN18700;12.11.2024 05:00;;1.3;1.4;100
Oslo - Blindern;SN18700;12.11.2024 06:00;;0.6;1.5;100
Oslo - Blindern;SN18700;12.11.2024 07:00;;0.8;1.4;100
Oslo - Blindern;SN18700;12.11.2024 08:00;;0.7;0.5;100
Oslo - Blindern;SN18700;12.11.2024 09:00;;0.9;0.5;100
Oslo - Blindern;SN18700;12.11.2024 10:00;;2.0;0.5;100
Oslo - Blindern;SN18700;12.11.2024 11:00;;2.6;0.5;100
Oslo - Blindern;SN18700;12.11.2024 12:00;;2.7;0.4;94
Oslo - Blindern;SN18700;12.11.2024 13:00;;4.5;0.8;91
Oslo - Blindern;SN18700;12.11.2024 14:00;;3.2;1.2;96
Oslo - Blindern;SN18700;12.11.2024 15:00;;3.1;1.0;97
Oslo - Blindern;SN18700;12.11.2024 16:00;;3.2;1.4;98
Oslo - Blindern;SN18700;12.11.2024 17:00;;3.2;0.8;99
Oslo - Blindern;SN18700;12.11.2024 18:00;;3.1;0.7;98
Oslo - Blindern;SN18700;12.11.2024 19:00;;3.2;1.0;98
Oslo - Blindern;SN18700;12.11.2024 20:00;;3.3;0.9;99
Oslo - Blindern;SN18700;12.11.2024 21:00;;3.2;1.2;99
Oslo - Blindern;SN18700;12.11.2024 22:00;;3.2;1.1;100
Oslo - Blindern;SN18700;12.11.2024 23:00;;3.2;1.4;100
Oslo - Blindern;SN18700;13.11.2024 00:00;;3.3;1.3;100
Oslo - Blindern;SN18700;13.11.2024 01:00;;3.1;1.4;100
Oslo - Blindern;SN18700;13.11.2024 02:00;;3.1;0.8;100
Oslo - Blindern;SN18700;13.11.2024 03:00;;2.9;0.7;100
Oslo - Blindern;SN18700;13.11.2024 04:00;;2.7;0.3;100
Oslo - Blindern;SN18700;13.11.2024 05:00;;2.5;1.9;100
Oslo - Blindern;SN18700;13.11.2024 06:00;;1.9;1.3;100
Oslo - Blindern;SN18700;13.11.2024 07:00;;2.2;2.2;100
Oslo - Blindern;SN18700;13.11.2024 08:00;;2.2;1.4;100
Oslo - Blindern;SN18700;13.11.2024 09:00;;1.9;1.6;100
Oslo - Blindern;SN18700;13.11.2024 10:00;;1.9;1.5;100
Oslo - Blindern;SN18700;13.11.2024 11:00;;1.9;0.8;100
Oslo - Blindern;SN18700;13.11.2024 12:00;;2.1;0.4;100
Oslo - Blindern;SN18700;13.11.2024 13:00;;2.0;0.6;100
Oslo - Blindern;SN18700;13.11.2024 14:00;;2.6;1.0;100
Oslo - Blindern;SN18700;13.11.2024 15:00;;2.8;1.2;100
Oslo - Blindern;SN18700;13.11.2024 16:00;;2.8;0.9;100
Oslo - Blindern;SN18700;13.11.2024 17:00;;2.8;0.8;100
Oslo - Blindern;SN18700;13.11.2024 18:00;;3.1;1.6;100
Oslo - Blindern;SN18700;13.11.2024 19:00;;2.4;0.5;100
Oslo - Blindern;SN18700;13.11.2024 20:00;;2.1;0.8;100
Oslo - Blindern;SN18700;13.11.2024 21:00;;1.5;1.8;100
Oslo - Blindern;SN18700;13.11.2024 22:00;;1.3;2.6;100
Oslo - Blindern;SN18700;13.11.2024 23:00;;1.4;1.6;100
Oslo - Blindern;SN18700;14.11.2024 00:00;;1.0;0.6;100
Oslo - Blindern;SN18700;14.11.2024 01:00;;1.1;2.5;100
Oslo - Blindern;SN18700;14.11.2024 02:00;;0.4;1.4;100
Oslo - Blindern;SN18700;14.11.2024 03:00;;0.5;1.6;100
Oslo - Blindern;SN18700;14.11.2024 04:00;;0.7;2.4;100
Oslo - Blindern;SN18700;14.11.2024 05:00;;0.5;1.7;99
Oslo - Blindern;SN18700;14.11.2024 06:00;;0.7;1.3;100
Oslo - Blindern;SN18700;14.11.2024 07:00;;0.4;1.0;99
Oslo - Blindern;SN18700;14.11.2024 08:00;;0.4;0.3;100
Oslo - Blindern;SN18700;14.11.2024 09:00;;1.1;0.8;100
Oslo - Blindern;SN18700;14.11.2024 10:00;;1.6;0.3;99
Oslo - Blindern;SN18700;14.11.2024 11:00;;1.7;1.1;99
Oslo - Blindern;SN18700;14.11.2024 12:00;;2.3;0.5;98
Oslo - Blindern;SN18700;14.11.2024 13:00;;2.4;1.3;96
Oslo - Blindern;SN18700;14.11.2024 14:00;;2.4;0.6;98
Oslo - Blindern;SN18700;14.11.2024 15:00;;1.1;0.9;100
Oslo - Blindern;SN18700;14.11.2024 16:00;;0.3;0.9;100
Oslo - Blindern;SN18700;14.11.2024 17:00;;0.3;0.8;100
Oslo - Blindern;SN18700;14.11.2024 18:00;;1.2;0.6;100
Oslo - Blindern;SN18700;14.11.2024 19:00;;1.3;1.7;100
Oslo - Blindern;SN18700;14.11.2024 20:00;;1.5;0.3;100
Oslo - Blindern;SN18700;14.11.2024 21:00;;1.4;0.7;100
Oslo - Blindern;SN18700;14.11.2024 22:00;;0.9;1.1;100
Oslo - Blindern;SN18700;14.11.2024 23:00;;0.7;0.8;100
Oslo - Blindern;SN18700;15.11.2024 00:00;;0.6;0.7;100
Oslo - Blindern;SN18700;15.11.2024 01:00;;0.6;1.3;100
Oslo - Blindern;SN18700;15.11.2024 02:00;;0.9;0.9;100
Oslo - Blindern;SN18700;15.11.2024 03:00;;0.8;0.6;100
Oslo - Blindern;SN18700;15.11.2024 04:00;;0.7;2.9;100
Oslo - Blindern;SN18700;15.11.2024 05:00;;1.0;2.3;100
Oslo - Blindern;SN18700;15.11.2024 06:00;;2.4;2.1;100
Oslo - Blindern;SN18700;15.11.2024 07:00;;3.1;0.7;100
Oslo - Blindern;SN18700;15.11.2024 08:00;;2.7;2.0;100
Oslo - Blindern;SN18700;15.11.2024 09:00;;3.5;1.1;100
Oslo - Blindern;SN18700;15.11.2024 10:00;;5.7;0.6;98
Oslo - Blindern;SN18700;15.11.2024 11:00;;7.7;1.0;84
Oslo - Blindern;SN18700;15.11.2024 12:00;;8.7;0.7;78
Oslo - Blindern;SN18700;15.11.2024 13:00;;8.4;0.7;82
Oslo - Blindern;SN18700;15.11.2024 14:00;;9.3;1.6;79
Oslo - Blindern;SN18700;15.11.2024 15:00;;8.1;1.2;86
Oslo - Blindern;SN18700;15.11.2024 16:00;;7.9;0.3;89
Oslo - Blindern;SN18700;15.11.2024 17:00;;7.4;2.0;92
Oslo - Blindern;SN18700;15.11.2024 18:00;;6.8;0.7;95
Oslo - Blindern;SN18700;15.11.2024 19:00;;8.0;1.8;98
Oslo - Blindern;SN18700;15.11.2024 20:00;;8.5;2.7;94
Oslo - Blindern;SN18700;15.11.2024 21:00;;7.7;2.2;96
Oslo - Blindern;SN18700;15.11.2024 22:00;;8.3;5.3;92
Oslo - Blindern;SN18700;15.11.2024 23:00;;8.2;5.6;92
Oslo - Blindern;SN18700;16.11.2024 00:00;;8.6;5.5;92
Oslo - Blindern;SN18700;16.11.2024 01:00;;8.7;4.8;93
Oslo - Blindern;SN18700;16.11.2024 02:00;;8.8;4.4;92
Oslo - Blindern;SN18700;16.11.2024 03:00;;9.0;6.5;92
Oslo - Blindern;SN18700;16.11.2024 04:00;;9.6;5.9;74
Oslo - Blindern;SN18700;16.11.2024 05:00;;9.2;8.7;51
Oslo - Blindern;SN18700;16.11.2024 06:00;;8.4;5.9;54
Oslo - Blindern;SN18700;16.11.2024 07:00;;7.7;5.9;54
Oslo - Blindern;SN18700;16.11.2024 08:00;;7.1;4.7;50
Oslo - Blindern;SN18700;16.11.2024 09:00;;7.2;6.7;34
Oslo - Blindern;SN18700;16.11.2024 10:00;;6.8;7.7;43
Oslo - Blindern;SN18700;16.11.2024 11:00;;7.1;5.7;41
Oslo - Blindern;SN18700;16.11.2024 12:00;;7.1;6.2;44
Oslo - Blindern;SN18700;16.11.2024 13:00;;6.9;4.4;45
Oslo - Blindern;SN18700;16.11.2024 14:00;;6.4;5.5;44
Oslo - Blindern;SN18700;16.11.2024 15:00;;5.7;4.8;47
Oslo - Blindern;SN18700;16.11.2024 16:00;;5.4;5.8;54
Oslo - Blindern;SN18700;16.11.2024 17:00;;5.0;6.0;54
Oslo - Blindern;SN18700;16.11.2024 18:00;;4.6;6.3;59
Oslo - Blindern;SN18700;16.11.2024 19:00;;5.0;4.7;61
Oslo - Blindern;SN18700;16.11.2024 20:00;;5.2;4.3;61
Oslo - Blindern;SN18700;16.11.2024 21:00;;5.0;5.1;55
Oslo - Blindern;SN18700;16.11.2024 22:00;;5.3;4.3;45
Oslo - Blindern;SN18700;16.11.2024 23:00;;5.2;3.5;40
Oslo - Blindern;SN18700;17.11.2024 00:00;;4.2;1.2;44
Oslo - Blindern;SN18700;17.11.2024 01:00;;3.5;2.1;52
Oslo - Blindern;SN18700;17.11.2024 02:00;;3.1;4.3;58
Oslo - Blindern;SN18700;17.11.2024 03:00;;2.5;1.6;60
Oslo - Blindern;SN18700;17.11.2024 04:00;;3.4;4.8;64
Oslo - Blindern;SN18700;17.11.2024 05:00;;2.7;3.7;67
Oslo - Blindern;SN18700;17.11.2024 06:00;;1.4;1.1;71
Oslo - Blindern;SN18700;17.11.2024 07:00;;1.3;0.4;76
Oslo - Blindern;SN18700;17.11.2024 08:00;;1.9;1.6;76
Oslo - Blindern;SN18700;17.11.2024 09:00;;2.2;1.9;73
Oslo - Blindern;SN18700;17.11.2024 10:00;;3.4;1.6;71
Oslo - Blindern;SN18700;17.11.2024 11:00;;7.0;3.2;51
Oslo - Blindern;SN18700;17.11.2024 12:00;;8.0;3.6;45
Oslo - Blindern;SN18700;17.11.2024 13:00;;8.3;2.6;45
Oslo - Blindern;SN18700;17.11.2024 14:00;;7.9;1.5;47
Oslo - Blindern;SN18700;17.11.2024 15:00;;6.8;2.2;51
Oslo - Blindern;SN18700;17.11.2024 16:00;;6.6;1.5;53
Oslo - Blindern;SN18700;17.11.2024 17:00;;5.2;0.5;59
Oslo - Blindern;SN18700;17.11.2024 18:00;;6.0;2.6;58
Oslo - Blindern;SN18700;17.11.2024 19:00;;5.8;2.2;54
Oslo - Blindern;SN18700;17.11.2024 20:00;;4.5;2.1;63
Oslo - Blindern;SN18700;17.11.2024 21:00;;3.5;0.3;65
Oslo - Blindern;SN18700;17.11.2024 22:00;;2.2;1.2;71
Oslo - Blindern;SN18700;17.11.2024 23:00;;1.6;1.5;75
Oslo - Blindern;SN18700;18.11.2024 00:00;;1.8;0.9;73
Oslo - Blindern;SN18700;18.11.2024 01:00;;1.4;1.8;71
Oslo - Blindern;SN18700;18.11.2024 02:00;;0.2;1.7;77
Oslo - Blindern;SN18700;18.11.2024 03:00;;0.0;0.6;77
Oslo - Blindern;SN18700;18.11.2024 04:00;;-1.2;1.4;79
Oslo - Blindern;SN18700;18.11.2024 05:00;;-0.2;1.1;75
Oslo - Blindern;SN18700;18.11.2024 06:00;;-1.2;0.6;75
Oslo - Blindern;SN18700;18.11.2024 07:00;;-1.0;0.9;77
Oslo - Blindern;SN18700;18.11.2024 08:00;;-1.1;1.4;81
Oslo - Blindern;SN18700;18.11.2024 09:00;;0.3;0.4;79
Oslo - Blindern;SN18700;18.11.2024 10:00;;1.5;1.0;67
Oslo - Blindern;SN18700;18.11.2024 11:00;;3.2;2.6;44
Oslo - Blindern;SN18700;18.11.2024 12:00;;3.6;2.5;41
Oslo - Blindern;SN18700;18.11.2024 13:00;;3.9;2.3;42
Oslo - Blindern;SN18700;18.11.2024 14:00;;3.5;2.0;44
Oslo - Blindern;SN18700;18.11.2024 15:00;;1.9;1.5;54
Oslo - Blindern;SN18700;18.11.2024 16:00;;-0.4;1.3;64
